1.200000000000000030e-04,-1.049058624323256694e+00,-1.007474830290294054e+00,-8.686950589954849367e-01,-7.058620558332066031e-01,-6.183006314926104974e-01,-5.644426192218563454e-01
2.400000000000000061e-04,-9.567805311955727143e-01,-9.188467273910526645e-01,-7.922793087806410117e-01,-6.437738483493544717e-01,-5.639140890373379733e-01,-5.147921049442156782e-01
3.599999999999999685e-04,-8.645024380678886233e-01,-8.302186244918113855e-01,-7.158635585657971978e-01,-5.816856408655023403e-01,-5.095275465820654492e-01,-4.651415906665747335e-01
4.800000000000000122e-04,-7.722243449402043103e-01,-7.415905215925701066e-01,-6.394478083509532729e-01,-5.195974333816500979e-01,-4.551410041267928697e-01,-4.154910763889339553e-01
5.999999999999999474e-04,-6.799462518125199972e-01,-6.529624186933287167e-01,-5.630320581361092369e-01,-4.575092258977977444e-01,-4.007544616715202346e-01,-3.658405621112930661e-01
7.199999999999999369e-04,-5.876681586848359062e-01,-5.643343157940874377e-01,-4.866163079212654230e-01,-3.954210184139456130e-01,-3.463679192162476550e-01,-3.161900478336522324e-01
8.400000000000000348e-04,-4.953900655571517042e-01,-4.757062128948460478e-01,-4.102005577064214981e-01,-3.333328109300933706e-01,-2.919813767609750199e-01,-2.665395335560113432e-01
9.600000000000000243e-04,-4.031119724294675022e-01,-3.870781099956047688e-01,-3.337848074915775731e-01,-2.712446034462411282e-01,-2.375948343057024403e-01,-2.168890192783705095e-01
1.079999999999999797e-03,-3.108338793017834112e-01,-2.984500070963637119e-01,-2.573690572767338147e-01,-2.091563959623890523e-01,-1.832082918504299718e-01,-1.672385050007297869e-01
1.199999999999999895e-03,-2.185557861740992092e-01,-2.098219041971222665e-01,-1.809533070618898343e-01,-1.470681884785368099e-01,-1.288217493951573367e-01,-1.175879907230888977e-01
1.319999999999999776e-03,-1.262776930464151182e-01,-1.211938012978810986e-01,-1.045375568470460204e-01,-8.497998099468462296e-02,-7.443520693988478487e-02,-6.793747644544809172e-02
1.439999999999999874e-03,-3.399959991873086063e-02,-3.256569839863970861e-02,-2.812180663220206767e-02,-2.289177351083238054e-02,-2.004866448461214978e-02,-1.828696216780720252e-02
1.559999999999999972e-03,5.827849320895342466e-02,5.606240450060168135e-02,4.829394358264191278e-02,3.919643397301988963e-02,3.433787797066049918e-02,3.136355210983367281e-02
1.680000000000000070e-03,1.505565863366377100e-01,1.446905073998430713e-01,1.247096937974858794e-01,1.012846414568721598e-01,8.872442042593313427e-02,8.101406638747454814e-02
1.799999999999999951e-03,2.428346794643218010e-01,2.333186102990842670e-01,2.011254440123297071e-01,1.633728489407243190e-01,1.431109628812056722e-01,1.306645806651153541e-01
1.920000000000000049e-03,3.351127725920060585e-01,3.219467131983256292e-01,2.775411942271736598e-01,2.254610564245765891e-01,1.974975053364783073e-01,1.803150949427562155e-01
2.040000000000000147e-03,4.273908657196903160e-01,4.105748160975670191e-01,3.539569444420176403e-01,2.875492639084288315e-01,2.518840477917509424e-01,2.299656092203971047e-01
2.159999999999999594e-03,5.196689588473740740e-01,4.992029189968079095e-01,4.303726946568612322e-01,3.496374713922807409e-01,3.062705902470232999e-01,2.796161234980377164e-01
2.279999999999999909e-03,6.119470519750584980e-01,5.878310218960494105e-01,5.067884448717052681e-01,4.117256788761331499e-01,3.606571327022960460e-01,3.292666377756786611e-01
2.399999999999999790e-03,7.042251451027425890e-01,6.764591247952906894e-01,5.832041950865491931e-01,4.738138863599853368e-01,4.150436751575685701e-01,3.789171520533194948e-01
2.520000000000000104e-03,7.965032382304270131e-01,7.650872276945321904e-01,6.596199453013932290e-01,5.359020938438376902e-01,4.694302176128413162e-01,4.285676663309604395e-01
2.639999999999999552e-03,8.887813313581107710e-01,8.537153305937731362e-01,7.360356955162368209e-01,5.979903013276895996e-01,5.238167600681136182e-01,4.782181806086010512e-01
2.759999999999999867e-03,9.810594244857951951e-01,9.423434334930146372e-01,8.124514457310808568e-01,6.600785088115419530e-01,5.782033025233863643e-01,5.278686948862421069e-01
2.879999999999999748e-03,1.073337517613479175e+00,1.030971536392255805e+00,8.888671959459247818e-01,7.221667162953941954e-01,6.325898449786588884e-01,5.775192091638827740e-01
3.000000000000000062e-03,1.165615610741163710e+00,1.119599639291497528e+00,9.652829461607688177e-01,7.842549237792465489e-01,6.869763874339316345e-01,6.271697234415238853e-01
3.119999999999999944e-03,1.257893703868847801e+00,1.208227742190738585e+00,1.041698696375612521e+00,8.463431312630986803e-01,7.413629298892041586e-01,6.768202377191645525e-01
3.239999999999999825e-03,1.350171796996531892e+00,1.296855845089979642e+00,1.118114446590456446e+00,9.084313387469508116e-01,7.957494723444766827e-01,7.264707519968054417e-01
3.360000000000000139e-03,1.442449890124216427e+00,1.385483947989221143e+00,1.194530196805300593e+00,9.705195462308032761e-01,8.501360147997494288e-01,7.761212662744463309e-01
3.480000000000000020e-03,1.534727983251900518e+00,1.474112050888462644e+00,1.270945947020144517e+00,1.032607753714655408e+00,9.045225572550219528e-01,8.257717805520872201e-01
3.599999999999999901e-03,1.627006076379584609e+00,1.562740153787703701e+00,1.347361697234988220e+00,1.094695961198507650e+00,9.589090997102944769e-01,8.754222948297278872e-01
3.719999999999999783e-03,1.715290899955631110e+00,1.647472418655114845e+00,1.420461857816114781e+00,1.154131320991360399e+00,1.010979032960418689e+00,9.229565382539767215e-01
3.840000000000000097e-03,1.801282524605414048e+00,1.729967436205267939e+00,1.491657988005690827e+00,1.212043240556130774e+00,1.061718616312264940e+00,9.692754792835520661e-01
3.959999999999999978e-03,1.887274149255196543e+00,1.812462453755420588e+00,1.562854118195266651e+00,1.269955160120900928e+00,1.112458199664110747e+00,1.015594420313127300e+00
4.080000000000000293e-03,1.973265773904979481e+00,1.894957471305573682e+00,1.634050248384842696e+00,1.327867079685671525e+00,1.163197783015956999e+00,1.061913361342702533e+00
4.200000000000000608e-03,2.059257398554762197e+00,1.977452488855726775e+00,1.705246378574418742e+00,1.385778999250442123e+00,1.213937366367803028e+00,1.108232302372277767e+00
4.319999999999999188e-03,2.145249023204544248e+00,2.059947506405878759e+00,1.776442508763993899e+00,1.443690918815211610e+00,1.264676949719648391e+00,1.154551243401852556e+00
4.439999999999999503e-03,2.231240647854327186e+00,2.142442523956031852e+00,1.847638638953569945e+00,1.501602838379981986e+00,1.315416533071494642e+00,1.200870184431427790e+00
4.559999999999999817e-03,2.317232272504110124e+00,2.224937541506184946e+00,1.918834769143145991e+00,1.559514757944752583e+00,1.366156116423340894e+00,1.247189125461003023e+00
4.680000000000000132e-03,2.403223897153893063e+00,2.307432559056338039e+00,1.990030899332722036e+00,1.617426677509523181e+00,1.416895699775186923e+00,1.293508066490578479e+00
4.799999999999999580e-03,2.489215521803675113e+00,2.389927576606490689e+00,2.061227029522297638e+00,1.675338597074293112e+00,1.467635283127032730e+00,1.339827007520153490e+00
4.919999999999999894e-03,2.575207146453458051e+00,2.472422594156643783e+00,2.132423159711873684e+00,1.733250516639063488e+00,1.518374866478878982e+00,1.386145948549728724e+00
5.040000000000000209e-03,2.661198771103240990e+00,2.554917611706796876e+00,2.203619289901449729e+00,1.791162436203834085e+00,1.569114449830725011e+00,1.432464889579303957e+00
5.159999999999999656e-03,2.747190395753023484e+00,2.637412629256949081e+00,2.274815420091025331e+00,1.849074355768604239e+00,1.619854033182570596e+00,1.478783830608878969e+00
5.279999999999999104e-03,2.833182020402805534e+00,2.719907646807101731e+00,2.346011550280600488e+00,1.906986275333374170e+00,1.670593616534416626e+00,1.525102771638453980e+00
5.399999999999999419e-03,2.919173645052588917e+00,2.802402664357254825e+00,2.417207680470176534e+00,1.964898194898144546e+00,1.721333199886262655e+00,1.571421712668029436e+00
5.519999999999999733e-03,2.975888119172671153e+00,2.856788948530369687e+00,2.464197410059251414e+00,2.003167086752121406e+00,1.754890283685375474e+00,1.602079318125959828e+00
5.640000000000000048e-03,2.997225295570478121e+00,2.877209801939764500e+00,2.481937126401310145e+00,2.017700156406232015e+00,1.767684745737086560e+00,1.613812413472003549e+00
5.759999999999999495e-03,3.018562471968284644e+00,2.897630655349158868e+00,2.499676842743369320e+00,2.032233226060343068e+00,1.780479207788797424e+00,1.625545508818047269e+00
5.879999999999999810e-03,3.039899648366091611e+00,2.918051508758553680e+00,2.517416559085428052e+00,2.046766295714454120e+00,1.793273669840508289e+00,1.637278604164091211e+00
6.000000000000000125e-03,3.061236824763898579e+00,2.938472362167948049e+00,2.535156275427486783e+00,2.061299365368565173e+00,1.806068131892219153e+00,1.649011699510134932e+00
6.119999999999999572e-03,3.082574001161705102e+00,2.958893215577342861e+00,2.552895991769545958e+00,2.075832435022675782e+00,1.818862593943930017e+00,1.660744794856178874e+00
6.239999999999999887e-03,3.103911177559512069e+00,2.979314068986737229e+00,2.570635708111604689e+00,2.090365504676786834e+00,1.831657055995640881e+00,1.672477890202222595e+00
6.359999999999999334e-03,3.125248353957318592e+00,2.999734922396132042e+00,2.588375424453663420e+00,2.104898574330897443e+00,1.844451518047351746e+00,1.684210985548266315e+00
6.479999999999999649e-03,3.146585530355125560e+00,3.020155775805526410e+00,2.606115140795722596e+00,2.119431643985008495e+00,1.857245980099062832e+00,1.695944080894310257e+00
6.599999999999999964e-03,3.167922706752932527e+00,3.040576629214921223e+00,2.623854857137781327e+00,2.133964713639119548e+00,1.870040442150773696e+00,1.707677176240353978e+00
6.720000000000000279e-03,3.189259883150739050e+00,3.060997482624316035e+00,2.641594573479840058e+00,2.148497783293230601e+00,1.882834904202484561e+00,1.719410271586397698e+00
6.839999999999999726e-03,3.210597059548546017e+00,3.081418336033710403e+00,2.659334289821898789e+00,2.163030852947341209e+00,1.895629366254195425e+00,1.731143366932441641e+00
6.960000000000000041e-03,3.231934235946352985e+00,3.101839189443105216e+00,2.677074006163957964e+00,2.177563922601452262e+00,1.908423828305906511e+00,1.742876462278485361e+00
7.079999999999999488e-03,3.253271412344159508e+00,3.122260042852499584e+00,2.694813722506016695e+00,2.192096992255563315e+00,1.921218290357617153e+00,1.754609557624529081e+00
7.199999999999999803e-03,3.274608588741966475e+00,3.142680896261894397e+00,2.712553438848075427e+00,2.206630061909673923e+00,1.934012752409328240e+00,1.766342652970573024e+00
7.319999999999999250e-03,3.290192150447238451e+00,3.157573688287024449e+00,2.725538399263950584e+00,2.217310094129445908e+00,1.943439352557512656e+00,1.775007959998212481e+00
7.439999999999999565e-03,3.290253788723999762e+00,3.157553047609405361e+00,2.725696126479234760e+00,2.217595521354100541e+00,1.943780239223324546e+00,1.775397082762951273e+00
7.559999999999999880e-03,3.290315427000761073e+00,3.157532406931786273e+00,2.725853853694518492e+00,2.217880948578755174e+00,1.944121125889136437e+00,1.775786205527690065e+00
7.680000000000000195e-03,3.290377065277522384e+00,3.157511766254167629e+00,2.726011580909802667e+00,2.218166375803409807e+00,1.944462012554948549e+00,1.776175328292428857e+00
7.799999999999999642e-03,3.290438703554283695e+00,3.157491125576548541e+00,2.726169308125086843e+00,2.218451803028064440e+00,1.944802899220760439e+00,1.776564451057167648e+00
7.919999999999999957e-03,3.290500341831045006e+00,3.157470484898929897e+00,2.726327035340371019e+00,2.218737230252719073e+00,1.945143785886572552e+00,1.776953573821906440e+00
8.040000000000000271e-03,3.290561980107806317e+00,3.157449844221310808e+00,2.726484762555655195e+00,2.219022657477373706e+00,1.945484672552384442e+00,1.777342696586645010e+00
8.160000000000000586e-03,3.290623618384567628e+00,3.157429203543691720e+00,2.726642489770939370e+00,2.219308084702028339e+00,1.945825559218196332e+00,1.777731819351383802e+00
8.280000000000000901e-03,3.290685256661328939e+00,3.157408562866073076e+00,2.726800216986223546e+00,2.219593511926682972e+00,1.946166445884008445e+00,1.778120942116122594e+00
8.400000000000001216e-03,3.290746894938090250e+00,3.157387922188453988e+00,2.726957944201507722e+00,2.219878939151337160e+00,1.946507332549820335e+00,1.778510064880861385e+00
8.519999999999998061e-03,3.290808533214851561e+00,3.157367281510834900e+00,2.727115671416791454e+00,2.220164366375991793e+00,1.946848219215632447e+00,1.778899187645600177e+00
8.639999999999998376e-03,3.290870171491612872e+00,3.157346640833216256e+00,2.727273398632075629e+00,2.220449793600646426e+00,1.947189105881444338e+00,1.779288310410338969e+00
8.759999999999998690e-03,3.290931809768374183e+00,3.157326000155597168e+00,2.727431125847359805e+00,2.220735220825301059e+00,1.947529992547256228e+00,1.779677433175077761e+00
8.879999999999999005e-03,3.290993448045135494e+00,3.157305359477978079e+00,2.727588853062643981e+00,2.221020648049955692e+00,1.947870879213068340e+00,1.780066555939816553e+00
8.999999999999999320e-03,3.291055086321896805e+00,3.157284718800359435e+00,2.727746580277928157e+00,2.221306075274610325e+00,1.948211765878880231e+00,1.780455678704555122e+00
9.119999999999999635e-03,3.291258658296802864e+00,3.157379118040847921e+00,2.728006404172273580e+00,2.221678186392018972e+00,1.948622636371178940e+00,1.780899894955380702e+00
9.239999999999999949e-03,3.292932416192814404e+00,3.158665130479450411e+00,2.729323771850157954e+00,2.222948191669720686e+00,1.949758417422073009e+00,1.781914783771268995e+00
9.360000000000000264e-03,3.294606174088825945e+00,3.159951142918052902e+00,2.730641139528042771e+00,2.224218196947422843e+00,1.950894198472967300e+00,1.782929672587157510e+00
9.480000000000000579e-03,3.296279931984837486e+00,3.161237155356655837e+00,2.731958507205927145e+00,2.225488202225125001e+00,1.952029979523861591e+00,1.783944561403045803e+00
9.599999999999999159e-03,3.297953689880849026e+00,3.162523167795258328e+00,2.733275874883811518e+00,2.226758207502826714e+00,1.953165760574755883e+00,1.784959450218934318e+00
9.719999999999999474e-03,3.299627447776860567e+00,3.163809180233860818e+00,2.734593242561695892e+00,2.228028212780528872e+00,1.954301541625649952e+00,1.785974339034822611e+00
9.839999999999999789e-03,3.301301205672872108e+00,3.165095192672463309e+00,2.735910610239580265e+00,2.229298218058231029e+00,1.955437322676544243e+00,1.786989227850711126e+00
9.960000000000000103e-03,3.302974963568883648e+00,3.166381205111066244e+00,2.737227977917465083e+00,2.230568223335932743e+00,1.956573103727438534e+00,1.788004116666599419e+00
1.008000000000000042e-02,3.304648721464895189e+00,3.167667217549668734e+00,2.738545345595349456e+00,2.231838228613634900e+00,1.957708884778332603e+00,1.789019005482487934e+00
1.020000000000000073e-02,3.306322479360906730e+00,3.168953229988271225e+00,2.739862713273233830e+00,2.233108233891337058e+00,1.958844665829226894e+00,1.790033894298376227e+00
1.031999999999999931e-02,3.307996237256918270e+00,3.170239242426874160e+00,2.741180080951118203e+00,2.234378239169038771e+00,1.959980446880121185e+00,1.791048783114264520e+00
1.043999999999999963e-02,3.309669995152929811e+00,3.171525254865476651e+00,2.742497448629002577e+00,2.235648244446740929e+00,1.961116227931015255e+00,1.792063671930153035e+00
1.055999999999999821e-02,3.311343753048941352e+00,3.172811267304079141e+00,2.743814816306886950e+00,2.236918249724443086e+00,1.962252008981909546e+00,1.793078560746041328e+00
1.067999999999999852e-02,3.313017510944952893e+00,3.174097279742682076e+00,2.745132183984771768e+00,2.238188255002144800e+00,1.963387790032803837e+00,1.794093449561929843e+00
1.079999999999999884e-02,3.314691268840964433e+00,3.175383292181284567e+00,2.746449551662656141e+00,2.239458260279846957e+00,1.964523571083697906e+00,1.795108338377818136e+00
1.091999999999999915e-02,3.316365026736975974e+00,3.176669304619887058e+00,2.747766919340540515e+00,2.240728265557549115e+00,1.965659352134592197e+00,1.796123227193706651e+00
1.103999999999999947e-02,3.323978142679488545e+00,3.183208779939614264e+00,2.753651164021200248e+00,2.245766701128363962e+00,1.969953307994912750e+00,1.799818441508533873e+00
1.115999999999999978e-02,3.332210016896927751e+00,3.190295557443224794e+00,2.760011182836693333e+00,2.251197729199764463e+00,1.974576280355282210e+00,1.803792890307791996e+00
1.128000000000000010e-02,3.340441891114367401e+00,3.197382334946835325e+00,2.766371201652186862e+00,2.256628757271164520e+00,1.979199252715651669e+00,1.807767339107050120e+00
