# NANs have been skipped
mod_q intensity error delta_mod_q
3.000000E-03 5.970196E-01 1.776333E-01 1.022576E-03
3.216802E-03 6.315950E-01 9.292807E-02 1.024219E-03
3.449271E-03 7.295589E-01 9.186063E-02 1.025745E-03
3.698540E-03 5.857289E-01 6.791953E-02 1.028984E-03
3.965823E-03 6.110526E-01 6.286261E-02 1.032343E-03
4.252422E-03 6.577102E-01 5.221064E-02 1.034278E-03
4.559733E-03 6.941748E-01 4.396506E-02 1.039029E-03
4.889253E-03 7.137871E-01 3.675421E-02 1.043148E-03
5.242585E-03 7.058484E-01 2.982592E-02 1.047768E-03
5.621452E-03 6.598179E-01 2.502736E-02 1.053961E-03
6.027699E-03 6.913907E-01 2.062533E-02 1.060161E-03
6.463304E-03 6.430302E-01 1.699764E-02 1.067622E-03
6.930389E-03 6.738063E-01 1.438610E-02 1.076767E-03
7.431229E-03 6.468800E-01 1.229997E-02 1.085826E-03
7.968263E-03 6.439374E-01 1.045794E-02 1.097192E-03
8.544108E-03 6.379934E-01 9.033258E-03 1.109830E-03
9.161567E-03 6.551051E-01 8.052553E-03 1.124127E-03
9.823647E-03 6.398393E-01 7.187411E-03 1.140261E-03
1.053358E-02 6.495688E-01 6.479153E-03 1.158651E-03
1.129481E-02 6.506742E-01 5.849498E-03 1.179375E-03
1.211105E-02 6.521708E-01 5.324173E-03 1.203018E-03
1.298628E-02 6.401414E-01 4.885308E-03 1.229203E-03
1.392477E-02 6.466515E-01 4.479745E-03 1.258798E-03
1.493107E-02 6.469834E-01 4.351245E-03 1.291652E-03
1.601010E-02 6.372682E-01 4.122997E-03 1.328775E-03
1.716710E-02 6.356309E-01 3.882465E-03 1.370567E-03
1.840772E-02 6.374263E-01 3.678874E-03 1.416883E-03
1.973800E-02 6.253677E-01 3.450364E-03 1.468232E-03
2.116441E-02 6.217211E-01 3.261490E-03 1.524926E-03
2.269390E-02 6.152006E-01 3.030256E-03 1.588041E-03
2.433392E-02 6.013896E-01 2.837649E-03 1.657924E-03
2.609247E-02 5.943378E-01 2.683290E-03 1.734024E-03
2.797810E-02 5.745205E-01 2.469174E-03 1.817745E-03
3.000000E-02 5.626512E-01 2.320908E-03 1.909368E-03
3.216802E-02 5.441650E-01 2.345434E-03 2.007514E-03
3.449271E-02 5.196887E-01 5.288628E-03 2.123006E-03
3.449271E-02 5.271421E-01 2.526934E-03 2.117247E-03
3.698540E-02 5.094619E-01 2.867455E-03 2.221937E-03
3.698540E-02 4.999784E-01 2.594781E-03 2.235461E-03
3.965823E-02 4.686148E-01 2.709422E-03 2.392239E-03
3.965823E-02 4.706449E-01 3.069988E-03 2.363213E-03
4.252422E-02 4.352591E-01 2.706093E-03 2.515863E-03
4.559733E-02 4.052211E-01 2.113247E-03 2.683190E-03
4.889253E-02 3.882443E-01 1.937381E-03 2.826872E-03
5.242585E-02 3.475938E-01 1.624252E-03 3.002593E-03
5.621452E-02 3.133632E-01 1.391953E-03 3.214612E-03
6.027699E-02 2.864697E-01 1.203068E-03 3.424349E-03
6.463304E-02 2.597799E-01 1.084355E-03 3.644706E-03
6.930389E-02 2.327681E-01 9.074412E-04 3.884781E-03
7.431229E-02 2.119136E-01 8.027871E-04 4.150205E-03
7.968263E-02 1.924927E-01 7.362888E-04 4.426643E-03
8.544108E-02 1.761701E-01 6.157276E-04 4.727185E-03
9.161567E-02 1.619797E-01 5.774397E-04 5.056645E-03
9.823647E-02 1.542888E-01 5.071067E-04 5.403843E-03
1.053358E-01 1.472381E-01 4.447765E-04 5.787673E-03
1.129481E-01 1.415372E-01 4.320829E-04 6.192024E-03
1.211105E-01 1.394035E-01 3.775338E-04 6.618696E-03
1.298628E-01 1.368126E-01 3.480888E-04 7.095646E-03
1.392477E-01 1.350261E-01 3.254967E-04 7.600020E-03
1.493107E-01 1.341235E-01 2.978768E-04 8.133032E-03
1.601010E-01 1.338921E-01 2.765351E-04 8.714801E-03
1.716710E-01 1.328522E-01 2.584058E-04 9.335385E-03
1.840772E-01 1.321117E-01 2.348950E-04 1.000273E-02
1.973800E-01 1.317143E-01 2.197964E-04 1.071698E-02
2.116441E-01 1.315575E-01 2.056052E-04 1.147904E-02
2.269390E-01 1.314031E-01 1.879803E-04 1.230235E-02
2.433392E-01 1.310913E-01 1.751003E-04 1.318745E-02
2.609247E-01 1.310498E-01 1.636173E-04 1.414339E-02
2.797810E-01 1.305983E-01 1.530110E-04 1.515465E-02
3.000000E-01 1.304659E-01 1.414167E-04 1.624349E-02
3.216802E-01 1.302893E-01 1.317592E-04 1.740883E-02
3.449271E-01 1.301164E-01 1.220455E-04 1.867111E-02
3.698540E-01 1.300048E-01 1.145219E-04 2.001704E-02
3.965823E-01 1.298578E-01 1.071236E-04 2.144761E-02
4.252422E-01 1.298574E-01 1.080159E-04 2.297144E-02
4.559733E-01 1.297766E-01 1.074229E-04 2.464498E-02
4.889253E-01 1.296202E-01 1.061506E-04 2.642220E-02
5.242585E-01 1.294628E-01 1.043432E-04 2.833315E-02
5.621452E-01 1.293993E-01 1.020141E-04 3.037888E-02
6.027699E-01 1.291728E-01 9.988120E-05 3.257796E-02
6.463304E-01 1.289171E-01 9.692341E-05 3.492226E-02
6.930389E-01 1.289552E-01 9.435264E-05 3.745565E-02
7.431229E-01 1.288215E-01 9.190705E-05 4.015934E-02
7.968263E-01 1.284562E-01 9.227241E-05 4.298116E-02
8.544108E-01 1.283318E-01 1.733266E-04 4.551718E-02
