# NANs have been skipped
mod_q intensity error delta_mod_q
3.000000E-03 5.883423E-01 1.871195E-01 1.022577E-03
3.216802E-03 5.525671E-01 9.782242E-02 1.024219E-03
3.449271E-03 6.358705E-01 9.665870E-02 1.025745E-03
3.698540E-03 5.157577E-01 7.147335E-02 1.028984E-03
3.965823E-03 5.418493E-01 6.614293E-02 1.032343E-03
4.252422E-03 5.955191E-01 5.508293E-02 1.034278E-03
4.559733E-03 6.955640E-01 4.652850E-02 1.039029E-03
4.889253E-03 5.969436E-01 3.854732E-02 1.043148E-03
5.242585E-03 6.125157E-01 3.131668E-02 1.047768E-03
5.621452E-03 6.063978E-01 2.641272E-02 1.053961E-03
6.027699E-03 5.983399E-01 2.157421E-02 1.060161E-03
6.463304E-03 5.671991E-01 1.783266E-02 1.067622E-03
6.930389E-03 5.884210E-01 1.504705E-02 1.076767E-03
7.431229E-03 5.786146E-01 1.291788E-02 1.085826E-03
7.968263E-03 5.866814E-01 1.098142E-02 1.097192E-03
8.544108E-03 5.846009E-01 9.513932E-03 1.109830E-03
9.161567E-03 5.789808E-01 8.406776E-03 1.124127E-03
9.823647E-03 5.693248E-01 7.490201E-03 1.140261E-03
1.053358E-02 5.832293E-01 6.768647E-03 1.158651E-03
1.129481E-02 5.743285E-01 6.069980E-03 1.179375E-03
1.211105E-02 5.635452E-01 5.480201E-03 1.203018E-03
1.298628E-02 5.678147E-01 5.084742E-03 1.229203E-03
1.392477E-02 5.741634E-01 4.653811E-03 1.258798E-03
1.493107E-02 5.673976E-01 4.490124E-03 1.291652E-03
1.601010E-02 5.686991E-01 4.289828E-03 1.328775E-03
1.716710E-02 5.662149E-01 4.036270E-03 1.370567E-03
1.840772E-02 5.683113E-01 3.824122E-03 1.416884E-03
1.973800E-02 5.560904E-01 3.576656E-03 1.468232E-03
2.116441E-02 5.513972E-01 3.378297E-03 1.524926E-03
2.269390E-02 5.478559E-01 3.145927E-03 1.588041E-03
2.433392E-02 5.478102E-01 2.975636E-03 1.657925E-03
2.609247E-02 5.362858E-01 2.798418E-03 1.734025E-03
2.797810E-02 5.297236E-01 2.607430E-03 1.817745E-03
3.000000E-02 5.231579E-01 2.456508E-03 1.909368E-03
3.216802E-02 5.063356E-01 2.483143E-03 2.007514E-03
3.449271E-02 4.922950E-01 5.472926E-03 2.123006E-03
3.449271E-02 4.990802E-01 2.700076E-03 2.117248E-03
3.698540E-02 4.865132E-01 2.978234E-03 2.221937E-03
3.698540E-02 4.822230E-01 2.796260E-03 2.235461E-03
3.965823E-02 4.651800E-01 2.887388E-03 2.392240E-03
3.965823E-02 4.626851E-01 3.332178E-03 2.363213E-03
4.252422E-02 4.479526E-01 2.943776E-03 2.515863E-03
4.559733E-02 4.213822E-01 2.312641E-03 2.683190E-03
4.889253E-02 4.153837E-01 2.150601E-03 2.826872E-03
5.242585E-02 3.866208E-01 1.844106E-03 3.002593E-03
5.621452E-02 3.688981E-01 1.631010E-03 3.214612E-03
6.027699E-02 3.555967E-01 1.447517E-03 3.424349E-03
6.463304E-02 3.389391E-01 1.337630E-03 3.644707E-03
6.930389E-02 3.208572E-01 1.149930E-03 3.884781E-03
7.431229E-02 3.070492E-01 1.041350E-03 4.150205E-03
7.968263E-02 2.966604E-01 9.839919E-04 4.426643E-03
8.544108E-02 2.897211E-01 8.475017E-04 4.727186E-03
9.161567E-02 2.800221E-01 8.134927E-04 5.056645E-03
9.823647E-02 2.762941E-01 7.261968E-04 5.403843E-03
1.053358E-01 2.706972E-01 6.443600E-04 5.787673E-03
1.129481E-01 2.684452E-01 6.355233E-04 6.192025E-03
1.211105E-01 2.664192E-01 5.572894E-04 6.618697E-03
1.298628E-01 2.655473E-01 5.178979E-04 7.095647E-03
1.392477E-01 2.637136E-01 4.855824E-04 7.600020E-03
1.493107E-01 2.642840E-01 4.467550E-04 8.133032E-03
1.601010E-01 2.648265E-01 4.154861E-04 8.714801E-03
1.716710E-01 2.632018E-01 3.888610E-04 9.335386E-03
1.840772E-01 2.629643E-01 3.543992E-04 1.000273E-02
1.973800E-01 2.617188E-01 3.315547E-04 1.071698E-02
2.116441E-01 2.620171E-01 3.106023E-04 1.147904E-02
2.269390E-01 2.630489E-01 2.849036E-04 1.230235E-02
2.433392E-01 2.623999E-01 2.653933E-04 1.318745E-02
2.609247E-01 2.625584E-01 2.480502E-04 1.414339E-02
2.797810E-01 2.617220E-01 2.318340E-04 1.515465E-02
3.000000E-01 2.620454E-01 2.146214E-04 1.624349E-02
3.216802E-01 2.618340E-01 2.000324E-04 1.740883E-02
3.449271E-01 2.613218E-01 1.852159E-04 1.867111E-02
3.698540E-01 2.613696E-01 1.739338E-04 2.001704E-02
3.965823E-01 2.612169E-01 1.628243E-04 2.144762E-02
4.252422E-01 2.616811E-01 1.645557E-04 2.297145E-02
4.559733E-01 2.614316E-01 1.640259E-04 2.464498E-02
4.889253E-01 2.614844E-01 1.624203E-04 2.642221E-02
5.242585E-01 2.615367E-01 1.597586E-04 2.833315E-02
5.621452E-01 2.614952E-01 1.563779E-04 3.037888E-02
6.027699E-01 2.613489E-01 1.534182E-04 3.257796E-02
6.463304E-01 2.616260E-01 1.493523E-04 3.492227E-02
6.930389E-01 2.617131E-01 1.456654E-04 3.745565E-02
7.431229E-01 2.614823E-01 1.420267E-04 4.015935E-02
7.968263E-01 2.613410E-01 1.432993E-04 4.298116E-02
8.544108E-01 2.619260E-01 2.705365E-04 4.551719E-02
