# NANs have been skipped
mod_q intensity error delta_mod_q
3.000000E-03 8.367706E-01 1.755866E-01 1.022577E-03
3.216802E-03 6.390857E-01 9.151959E-02 1.024220E-03
3.449271E-03 5.669782E-01 8.994439E-02 1.025746E-03
3.698540E-03 7.104981E-01 6.712648E-02 1.028985E-03
3.965823E-03 6.076713E-01 6.179510E-02 1.032344E-03
4.252422E-03 7.133769E-01 5.153042E-02 1.034278E-03
4.559733E-03 6.569408E-01 4.314513E-02 1.039030E-03
4.889253E-03 6.396909E-01 3.596808E-02 1.043149E-03
5.242585E-03 7.337476E-01 2.935851E-02 1.047768E-03
5.621452E-03 6.385708E-01 2.453111E-02 1.053962E-03
6.027699E-03 6.828221E-01 2.020774E-02 1.060161E-03
6.463304E-03 6.535180E-01 1.671412E-02 1.067623E-03
6.930389E-03 6.959328E-01 1.419305E-02 1.076768E-03
7.431229E-03 6.564891E-01 1.208124E-02 1.085826E-03
7.968263E-03 6.703928E-01 1.032631E-02 1.097192E-03
8.544108E-03 6.658115E-01 8.932283E-03 1.109830E-03
9.161567E-03 6.698968E-01 7.928424E-03 1.124128E-03
9.823647E-03 6.696258E-01 7.116337E-03 1.140261E-03
1.053358E-02 6.631714E-01 6.360143E-03 1.158651E-03
1.129481E-02 6.680196E-01 5.756106E-03 1.179376E-03
1.211105E-02 6.553019E-01 5.205534E-03 1.203018E-03
1.298628E-02 6.666944E-01 4.839958E-03 1.229203E-03
1.392477E-02 6.651925E-01 4.412268E-03 1.258798E-03
1.493107E-02 6.689467E-01 4.293795E-03 1.291653E-03
1.601010E-02 6.622384E-01 4.079580E-03 1.328775E-03
1.716710E-02 6.552209E-01 3.830730E-03 1.370568E-03
1.840772E-02 6.502241E-01 3.613605E-03 1.416884E-03
1.973800E-02 6.423727E-01 3.398462E-03 1.468233E-03
2.116441E-02 6.377260E-01 3.203489E-03 1.524927E-03
2.269390E-02 6.304006E-01 2.981401E-03 1.588042E-03
2.433392E-02 6.149594E-01 2.787440E-03 1.657925E-03
2.609247E-02 6.041325E-01 2.625519E-03 1.734025E-03
2.797810E-02 5.894548E-01 2.431537E-03 1.817745E-03
3.000000E-02 5.698666E-01 2.271925E-03 1.909369E-03
3.216802E-02 5.501744E-01 2.291130E-03 2.007515E-03
3.449271E-02 5.222045E-01 5.211816E-03 2.123007E-03
3.449271E-02 5.296464E-01 2.462911E-03 2.117248E-03
3.698540E-02 5.136594E-01 2.835401E-03 2.221938E-03
3.698540E-02 5.062219E-01 2.541489E-03 2.235462E-03
3.965823E-02 4.715015E-01 2.674588E-03 2.392240E-03
3.965823E-02 4.714970E-01 2.991737E-03 2.363214E-03
4.252422E-02 4.321333E-01 2.646312E-03 2.515864E-03
4.559733E-02 4.014426E-01 2.065527E-03 2.683191E-03
4.889253E-02 3.767844E-01 1.871319E-03 2.826873E-03
5.242585E-02 3.324397E-01 1.557204E-03 3.002595E-03
5.621452E-02 2.973561E-01 1.329937E-03 3.214613E-03
6.027699E-02 2.682281E-01 1.141438E-03 3.424350E-03
6.463304E-02 2.378010E-01 1.018157E-03 3.644708E-03
6.930389E-02 2.070595E-01 8.409292E-04 3.884783E-03
7.431229E-02 1.838104E-01 7.355248E-04 4.150207E-03
7.968263E-02 1.618002E-01 6.655234E-04 4.426644E-03
8.544108E-02 1.453922E-01 5.528470E-04 4.727187E-03
9.161567E-02 1.290210E-01 5.115574E-04 5.056647E-03
9.823647E-02 1.197471E-01 4.445680E-04 5.403845E-03
1.053358E-01 1.116550E-01 3.865630E-04 5.787675E-03
1.129481E-01 1.067029E-01 3.748851E-04 6.192027E-03
1.211105E-01 1.032603E-01 3.250999E-04 6.618699E-03
1.298628E-01 1.006045E-01 2.988030E-04 7.095649E-03
1.392477E-01 9.863038E-02 2.786215E-04 7.600023E-03
1.493107E-01 9.728240E-02 2.543089E-04 8.133035E-03
1.601010E-01 9.732260E-02 2.360776E-04 8.714805E-03
1.716710E-01 9.620230E-02 2.201692E-04 9.335389E-03
1.840772E-01 9.566532E-02 2.001806E-04 1.000273E-02
1.973800E-01 9.487157E-02 1.867741E-04 1.071698E-02
2.116441E-01 9.483225E-02 1.747331E-04 1.147904E-02
2.269390E-01 9.473513E-02 1.597277E-04 1.230235E-02
2.433392E-01 9.437969E-02 1.486945E-04 1.318745E-02
2.609247E-01 9.408518E-02 1.387891E-04 1.414340E-02
2.797810E-01 9.382379E-02 1.298439E-04 1.515466E-02
3.000000E-01 9.374654E-02 1.200501E-04 1.624350E-02
3.216802E-01 9.352909E-02 1.118180E-04 1.740884E-02
3.449271E-01 9.340996E-02 1.035692E-04 1.867112E-02
3.698540E-01 9.315099E-02 9.709299E-05 2.001705E-02
3.965823E-01 9.307905E-02 9.081644E-05 2.144762E-02
4.252422E-01 9.321667E-02 9.158494E-05 2.297145E-02
4.559733E-01 9.329702E-02 9.102889E-05 2.464499E-02
4.889253E-01 9.312051E-02 8.983862E-05 2.642221E-02
5.242585E-01 9.313486E-02 8.841809E-05 2.833316E-02
5.621452E-01 9.304477E-02 8.637928E-05 3.037889E-02
6.027699E-01 9.294482E-02 8.458747E-05 3.257798E-02
6.463304E-01 9.323681E-02 8.223544E-05 3.492228E-02
6.930389E-01 9.321510E-02 8.000077E-05 3.745566E-02
7.431229E-01 9.320318E-02 7.797354E-05 4.015936E-02
7.968263E-01 9.326176E-02 7.831518E-05 4.298118E-02
8.544108E-01 9.339127E-02 1.471050E-04 4.551720E-02
