# NANs have been skipped
mod_q intensity error delta_mod_q
3.000000E-03 1.726570E+00 1.923227E-01 1.022577E-03
3.216802E-03 1.463104E+00 1.001530E-01 1.024220E-03
3.449271E-03 1.508166E+00 9.930467E-02 1.025746E-03
3.698540E-03 1.569072E+00 7.432604E-02 1.028985E-03
3.965823E-03 1.456490E+00 6.889510E-02 1.032344E-03
4.252422E-03 1.395789E+00 5.743427E-02 1.034279E-03
4.559733E-03 1.473632E+00 4.893808E-02 1.039031E-03
4.889253E-03 1.471103E+00 4.131636E-02 1.043150E-03
5.242585E-03 1.502095E+00 3.418487E-02 1.047769E-03
5.621452E-03 1.489883E+00 2.938781E-02 1.053963E-03
6.027699E-03 1.452295E+00 2.460234E-02 1.060163E-03
6.463304E-03 1.456300E+00 2.103779E-02 1.067625E-03
6.930389E-03 1.432269E+00 1.814395E-02 1.076770E-03
7.431229E-03 1.410288E+00 1.602190E-02 1.085828E-03
7.968263E-03 1.421247E+00 1.406545E-02 1.097195E-03
8.544108E-03 1.414593E+00 1.253275E-02 1.109833E-03
9.161567E-03 1.406232E+00 1.133650E-02 1.124131E-03
9.823647E-03 1.408769E+00 1.037352E-02 1.140265E-03
1.053358E-02 1.393857E+00 9.431716E-03 1.158655E-03
1.129481E-02 1.361545E+00 8.539046E-03 1.179380E-03
1.211105E-02 1.369707E+00 7.902015E-03 1.203024E-03
1.298628E-02 1.338593E+00 7.287651E-03 1.229209E-03
1.392477E-02 1.329082E+00 6.679310E-03 1.258805E-03
1.493107E-02 1.310995E+00 6.484852E-03 1.291660E-03
1.601010E-02 1.288049E+00 6.159447E-03 1.328784E-03
1.716710E-02 1.241763E+00 5.741840E-03 1.370577E-03
1.840772E-02 1.210835E+00 5.385017E-03 1.416894E-03
1.973800E-02 1.178646E+00 5.030399E-03 1.468244E-03
2.116441E-02 1.128716E+00 4.679696E-03 1.524939E-03
2.269390E-02 1.074230E+00 4.276455E-03 1.588056E-03
2.433392E-02 1.026095E+00 3.960408E-03 1.657940E-03
2.609247E-02 9.639147E-01 3.656086E-03 1.734042E-03
2.797810E-02 9.017753E-01 3.315096E-03 1.817764E-03
3.000000E-02 8.376784E-01 3.039746E-03 1.909389E-03
3.216802E-02 7.802060E-01 3.015427E-03 2.007537E-03
3.449271E-02 7.048043E-01 6.781600E-03 2.123031E-03
3.449271E-02 7.175085E-01 3.176128E-03 2.117272E-03
3.698540E-02 6.741146E-01 3.627171E-03 2.221963E-03
3.698540E-02 6.585205E-01 3.210334E-03 2.235488E-03
3.965823E-02 5.855124E-01 3.306742E-03 2.392269E-03
3.965823E-02 5.884024E-01 3.703136E-03 2.363242E-03
4.252422E-02 5.275199E-01 3.240817E-03 2.515895E-03
4.559733E-02 4.715682E-01 2.472247E-03 2.683224E-03
4.889253E-02 4.365372E-01 2.219182E-03 2.826909E-03
5.242585E-02 3.812274E-01 1.839526E-03 3.002633E-03
5.621452E-02 3.435700E-01 1.574329E-03 3.214655E-03
6.027699E-02 3.168039E-01 1.367390E-03 3.424396E-03
6.463304E-02 2.921877E-01 1.242788E-03 3.644757E-03
6.930389E-02 2.686731E-01 1.053596E-03 3.884836E-03
7.431229E-02 2.543439E-01 9.498217E-04 4.150264E-03
7.968263E-02 2.401886E-01 8.871544E-04 4.426706E-03
8.544108E-02 2.328050E-01 7.617479E-04 4.727253E-03
9.161567E-02 2.257718E-01 7.327703E-04 5.056718E-03
9.823647E-02 2.237199E-01 6.555160E-04 5.403921E-03
1.053358E-01 2.187451E-01 5.811544E-04 5.787757E-03
1.129481E-01 2.167106E-01 5.727382E-04 6.192115E-03
1.211105E-01 2.154904E-01 5.028394E-04 6.618793E-03
1.298628E-01 2.146203E-01 4.668538E-04 7.095751E-03
1.392477E-01 2.138971E-01 4.384508E-04 7.600132E-03
1.493107E-01 2.145181E-01 4.035485E-04 8.133152E-03
1.601010E-01 2.144988E-01 3.749872E-04 8.714930E-03
1.716710E-01 2.137846E-01 3.513179E-04 9.335524E-03
1.840772E-01 2.130791E-01 3.198004E-04 1.000287E-02
1.973800E-01 2.127323E-01 2.995706E-04 1.071714E-02
2.116441E-01 2.127582E-01 2.805028E-04 1.147921E-02
2.269390E-01 2.131714E-01 2.569902E-04 1.230253E-02
2.433392E-01 2.130146E-01 2.395692E-04 1.318764E-02
2.609247E-01 2.126521E-01 2.236684E-04 1.414360E-02
2.797810E-01 2.125397E-01 2.093573E-04 1.515488E-02
3.000000E-01 2.122315E-01 1.934850E-04 1.624373E-02
3.216802E-01 2.119468E-01 1.803071E-04 1.740909E-02
3.449271E-01 2.119623E-01 1.671394E-04 1.867139E-02
3.698540E-01 2.115785E-01 1.567774E-04 2.001734E-02
3.965823E-01 2.116261E-01 1.468052E-04 2.144794E-02
4.252422E-01 2.119383E-01 1.482869E-04 2.297179E-02
4.559733E-01 2.119227E-01 1.477744E-04 2.464534E-02
4.889253E-01 2.116957E-01 1.461501E-04 2.642260E-02
5.242585E-01 2.115755E-01 1.436687E-04 2.833357E-02
5.621452E-01 2.117358E-01 1.406549E-04 3.037933E-02
6.027699E-01 2.115629E-01 1.378875E-04 3.257845E-02
6.463304E-01 2.115626E-01 1.340738E-04 3.492279E-02
6.930389E-01 2.114467E-01 1.305978E-04 3.745621E-02
7.431229E-01 2.114392E-01 1.273192E-04 4.015995E-02
7.968263E-01 2.114970E-01 1.283277E-04 4.298181E-02
8.544108E-01 2.112447E-01 2.415453E-04 4.551787E-02
