# NANs have been skipped
mod_q intensity error delta_mod_q
3.000000E-03 1.725319E+00 1.891009E-01 1.022577E-03
3.216802E-03 1.535678E+00 9.862912E-02 1.024219E-03
3.449271E-03 1.665276E+00 9.797366E-02 1.025746E-03
3.698540E-03 1.645756E+00 7.316190E-02 1.028985E-03
3.965823E-03 1.679494E+00 6.827486E-02 1.032344E-03
4.252422E-03 1.714165E+00 5.729204E-02 1.034279E-03
4.559733E-03 1.700038E+00 4.871058E-02 1.039030E-03
4.889253E-03 1.654497E+00 4.109519E-02 1.043149E-03
5.242585E-03 1.652084E+00 3.395120E-02 1.047768E-03
5.621452E-03 1.642677E+00 2.924711E-02 1.053962E-03
6.027699E-03 1.619330E+00 2.457478E-02 1.060162E-03
6.463304E-03 1.654787E+00 2.118432E-02 1.067623E-03
6.930389E-03 1.664439E+00 1.846857E-02 1.076769E-03
7.431229E-03 1.630637E+00 1.636192E-02 1.085827E-03
7.968263E-03 1.622667E+00 1.434807E-02 1.097194E-03
8.544108E-03 1.631545E+00 1.286967E-02 1.109832E-03
9.161567E-03 1.620065E+00 1.167134E-02 1.124130E-03
9.823647E-03 1.598532E+00 1.062814E-02 1.140263E-03
1.053358E-02 1.585037E+00 9.697482E-03 1.158654E-03
1.129481E-02 1.569484E+00 8.844073E-03 1.179378E-03
1.211105E-02 1.566350E+00 8.166222E-03 1.203021E-03
1.298628E-02 1.532982E+00 7.539319E-03 1.229207E-03
1.392477E-02 1.522115E+00 6.919961E-03 1.258802E-03
1.493107E-02 1.493546E+00 6.696095E-03 1.291658E-03
1.601010E-02 1.451925E+00 6.334285E-03 1.328781E-03
1.716710E-02 1.431333E+00 5.968254E-03 1.370574E-03
1.840772E-02 1.382033E+00 5.569847E-03 1.416891E-03
1.973800E-02 1.330047E+00 5.181092E-03 1.468240E-03
2.116441E-02 1.280233E+00 4.829440E-03 1.524935E-03
2.269390E-02 1.213186E+00 4.403950E-03 1.588051E-03
2.433392E-02 1.155467E+00 4.069121E-03 1.657935E-03
2.609247E-02 1.080170E+00 3.751700E-03 1.734036E-03
2.797810E-02 1.003107E+00 3.389523E-03 1.817757E-03
3.000000E-02 9.207734E-01 3.089855E-03 1.909382E-03
3.216802E-02 8.439268E-01 3.040065E-03 2.007529E-03
3.449271E-02 7.670242E-01 7.003292E-03 2.123023E-03
3.449271E-02 7.769533E-01 3.201431E-03 2.117264E-03
3.698540E-02 7.139218E-01 3.685388E-03 2.221955E-03
3.698540E-02 6.956146E-01 3.197987E-03 2.235480E-03
3.965823E-02 6.112711E-01 3.320792E-03 2.392260E-03
3.965823E-02 6.196493E-01 3.682520E-03 2.363233E-03
4.252422E-02 5.408953E-01 3.214369E-03 2.515885E-03
4.559733E-02 4.779723E-01 2.436477E-03 2.683213E-03
4.889253E-02 4.401654E-01 2.179774E-03 2.826897E-03
5.242585E-02 3.743734E-01 1.777772E-03 3.002621E-03
5.621452E-02 3.267167E-01 1.496702E-03 3.214642E-03
6.027699E-02 2.933343E-01 1.281273E-03 3.424381E-03
6.463304E-02 2.628353E-01 1.148779E-03 3.644741E-03
6.930389E-02 2.357520E-01 9.622566E-04 3.884818E-03
7.431229E-02 2.184343E-01 8.589721E-04 4.150245E-03
7.968263E-02 2.044572E-01 7.987899E-04 4.426686E-03
8.544108E-02 1.946275E-01 6.805807E-04 4.727232E-03
9.161567E-02 1.871979E-01 6.523224E-04 5.056695E-03
9.823647E-02 1.823799E-01 5.789138E-04 5.403896E-03
1.053358E-01 1.777754E-01 5.123688E-04 5.787730E-03
1.129481E-01 1.757116E-01 5.045350E-04 6.192087E-03
1.211105E-01 1.747115E-01 4.427639E-04 6.618763E-03
1.298628E-01 1.736782E-01 4.105820E-04 7.095718E-03
1.392477E-01 1.730435E-01 3.855853E-04 7.600097E-03
1.493107E-01 1.726446E-01 3.538612E-04 8.133114E-03
1.601010E-01 1.724471E-01 3.285188E-04 8.714890E-03
1.716710E-01 1.716602E-01 3.074575E-04 9.335481E-03
1.840772E-01 1.719102E-01 2.805653E-04 1.000283E-02
1.973800E-01 1.707715E-01 2.622091E-04 1.071709E-02
2.116441E-01 1.704231E-01 2.451772E-04 1.147916E-02
2.269390E-01 1.710955E-01 2.247336E-04 1.230247E-02
2.433392E-01 1.705922E-01 2.093688E-04 1.318758E-02
2.609247E-01 1.705708E-01 1.955964E-04 1.414354E-02
2.797810E-01 1.705584E-01 1.831688E-04 1.515481E-02
3.000000E-01 1.699186E-01 1.690799E-04 1.624366E-02
3.216802E-01 1.699199E-01 1.576529E-04 1.740901E-02
3.449271E-01 1.696832E-01 1.460333E-04 1.867130E-02
3.698540E-01 1.693672E-01 1.369731E-04 2.001725E-02
3.965823E-01 1.692740E-01 1.281823E-04 2.144784E-02
4.252422E-01 1.695372E-01 1.294321E-04 2.297168E-02
4.559733E-01 1.692209E-01 1.287533E-04 2.464523E-02
4.889253E-01 1.690358E-01 1.272899E-04 2.642248E-02
5.242585E-01 1.692268E-01 1.252472E-04 2.833344E-02
5.621452E-01 1.688366E-01 1.223733E-04 3.037919E-02
6.027699E-01 1.688107E-01 1.199716E-04 3.257830E-02
6.463304E-01 1.687296E-01 1.165545E-04 3.492262E-02
6.930389E-01 1.684164E-01 1.133699E-04 3.745603E-02
7.431229E-01 1.682195E-01 1.104507E-04 4.015976E-02
7.968263E-01 1.679091E-01 1.110888E-04 4.298160E-02
8.544108E-01 1.675885E-01 2.087676E-04 4.551765E-02
