1	4.38e-06	4.4571e-06	4.84e-06	5.0737e-06	5.7004e-06	7.0208e-06	4.8188e-06	4.1498e-06	6.7251e-06	5.8738e-06
2	4.1385e-06	4.2111e-06	4.5726e-06	4.7931e-06	5.3837e-06	6.6345e-06	4.5539e-06	3.9213e-06	6.3543e-06	5.5471e-06
3	3.756e-06	3.8217e-06	4.149e-06	4.3488e-06	4.8822e-06	6.0228e-06	4.1344e-06	3.5594e-06	5.767e-06	5.03e-06
4	3.2606e-06	3.3173e-06	3.6006e-06	3.7735e-06	4.2332e-06	5.2303e-06	3.5908e-06	3.0907e-06	5.0065e-06	4.3608e-06
5	2.6879e-06	2.7342e-06	2.9666e-06	3.1085e-06	3.4835e-06	4.3138e-06	2.9621e-06	2.5486e-06	4.1271e-06	3.5879e-06
6	2.0773e-06	2.1127e-06	2.2912e-06	2.4001e-06	2.6854e-06	3.3366e-06	2.2918e-06	1.9708e-06	3.19e-06	2.7652e-06
7	1.4693e-06	1.4939e-06	1.6189e-06	1.695e-06	1.8919e-06	2.3632e-06	1.6238e-06	1.3952e-06	2.2568e-06	1.9476e-06
8	9.012e-07	9.1576e-07	9.9112e-07	1.0367e-06	1.152e-06	1.4532e-06	9.992e-07	8.5731e-07	1.385e-06	1.1855e-06
9	4.0419e-07	4.1019e-07	4.4248e-07	4.6139e-07	5.0657e-07	6.5657e-07	4.5228e-07	3.8659e-07	6.2254e-07	5.2095e-07
10	1.2219e-09	4.7724e-10	1.732e-09	4.3046e-09	1.4574e-08	1.0171e-08	8.2657e-09	4.7805e-09	4.5526e-09	1.5361e-08
11	2.9458e-07	3.0005e-07	3.2712e-07	3.4533e-07	3.9473e-07	4.6495e-07	3.1834e-07	2.7568e-07	4.4886e-07	4.0633e-07
12	4.8029e-07	4.8845e-07	5.3059e-07	5.5846e-07	6.306e-07	7.6396e-07	5.2418e-07	4.5197e-07	7.3326e-07	6.487e-07
13	5.6251e-07	5.7149e-07	6.1963e-07	6.5156e-07	7.3146e-07	8.9726e-07	6.1631e-07	5.303e-07	8.5884e-07	7.5213e-07
14	5.5584e-07	5.6407e-07	6.1056e-07	6.4177e-07	7.1701e-07	8.8805e-07	6.106e-07	5.2444e-07	8.4808e-07	7.3702e-07
15	4.8062e-07	4.8699e-07	5.2605e-07	5.5291e-07	6.1439e-07	7.6878e-07	5.2925e-07	4.5362e-07	7.3229e-07	6.3139e-07
16	3.6037e-07	3.642e-07	3.9225e-07	4.1239e-07	4.5472e-07	5.7698e-07	3.9797e-07	3.4007e-07	5.4758e-07	4.6729e-07
17	2.1906e-07	2.2015e-07	2.3571e-07	2.4808e-07	2.6948e-07	3.5097e-07	2.4303e-07	2.0644e-07	3.3076e-07	2.7708e-07
18	7.8589e-08	7.7154e-08	8.0677e-08	8.5422e-08	8.7258e-08	1.2585e-07	8.8512e-08	7.3496e-08	1.1546e-07	9.0109e-08
19	4.3156e-08	4.6598e-08	5.3151e-08	5.4937e-08	6.8893e-08	6.9701e-08	4.588e-08	4.1834e-08	7.0935e-08	7.0026e-08
20	1.3372e-07	1.3845e-07	1.5212e-07	1.5869e-07	1.8317e-07	2.1562e-07	1.4634e-07	1.2773e-07	2.0936e-07	1.872e-07
21	1.8667e-07	1.9188e-07	2.0928e-07	2.1855e-07	2.4776e-07	3.0146e-07	2.0563e-07	1.7806e-07	2.9003e-07	2.5349e-07
22	2.0144e-07	2.0639e-07	2.2421e-07	2.3411e-07	2.6258e-07	3.2619e-07	2.2299e-07	1.9226e-07	3.1216e-07	2.6891e-07
23	1.8257e-07	1.8665e-07	2.0208e-07	2.1079e-07	2.3414e-07	2.969e-07	2.0321e-07	1.7457e-07	2.8279e-07	2.4018e-07
24	1.3833e-07	1.4114e-07	1.5222e-07	1.5841e-07	1.7372e-07	2.2679e-07	1.5528e-07	1.3281e-07	2.1472e-07	1.789e-07
25	7.9196e-08	8.0586e-08	8.6298e-08	8.9221e-08	9.5305e-08	1.3255e-07	9.0611e-08	7.6886e-08	1.2403e-07	9.9329e-08
26	1.6125e-08	1.6171e-08	1.6491e-08	1.5979e-08	1.3267e-08	3.1726e-08	2.1228e-08	1.7156e-08	2.7579e-08	1.6127e-08
27	4.0952e-08	4.1973e-08	4.6245e-08	4.9813e-08	5.9565e-08	5.9736e-08	4.1923e-08	3.6965e-08	5.9432e-08	5.7688e-08
28	8.4342e-08	8.6018e-08	9.348e-08	9.9324e-08	1.1348e-07	1.2943e-07	9.0306e-08	7.8173e-08	1.2525e-07	1.123e-07
29	1.0936e-07	1.1122e-07	1.2016e-07	1.2726e-07	1.4281e-07	1.6976e-07	1.1865e-07	1.02e-07	1.6278e-07	1.4204e-07
30	1.1459e-07	1.1617e-07	1.2487e-07	1.3215e-07	1.4626e-07	1.7835e-07	1.2526e-07	1.0709e-07	1.6995e-07	1.4566e-07
31	1.0169e-07	1.0263e-07	1.0963e-07	1.1611e-07	1.2651e-07	1.5779e-07	1.1184e-07	9.4992e-08	1.4944e-07	1.2593e-07
32	7.4809e-08	7.4871e-08	7.9137e-08	8.4081e-08	8.9367e-08	1.1465e-07	8.2826e-08	6.9593e-08	1.077e-07	8.8767e-08
33	3.9655e-08	3.876e-08	3.9831e-08	4.2825e-08	4.2574e-08	5.8086e-08	4.4425e-08	3.6306e-08	5.3602e-08	4.2001e-08
34	2.5304e-09	7.6169e-10	1.2647e-09	2.9655e-10	5.5605e-09	1.7475e-09	3.5445e-09	1.0994e-09	3.1143e-09	6.0153e-09
35	3.067e-08	3.3093e-08	3.7631e-08	3.8453e-08	4.7446e-08	5.5314e-08	3.3308e-08	3.0429e-08	5.338e-08	4.7696e-08
36	5.5281e-08	5.8044e-08	6.4163e-08	6.6297e-08	7.7264e-08	9.501e-08	6.0933e-08	5.3839e-08	9.0047e-08	7.7271e-08
37	6.8428e-08	7.1179e-08	7.778e-08	8.0611e-08	9.1656e-08	1.1609e-07	7.6065e-08	6.638e-08	1.0876e-07	9.1457e-08
38	6.9274e-08	7.1677e-08	7.7685e-08	8.0568e-08	8.9979e-08	1.1706e-07	7.7666e-08	6.7229e-08	1.0831e-07	8.9693e-08
39	5.8939e-08	6.0728e-08	6.5258e-08	6.7624e-08	7.4133e-08	9.9643e-08	6.6856e-08	5.7427e-08	9.0545e-08	7.395e-08
40	4.015e-08	4.1162e-08	4.3639e-08	4.5076e-08	4.8027e-08	6.8135e-08	4.6538e-08	3.9536e-08	5.9763e-08	4.817e-08
41	1.6669e-08	1.6867e-08	1.7088e-08	1.7392e-08	1.6792e-08	2.8581e-08	2.0792e-08	1.7115e-08	2.1866e-08	1.7472e-08
42	7.3705e-09	7.8998e-09	9.7688e-09	1.0579e-08	1.4121e-08	1.2311e-08	5.8499e-09	5.9131e-09	1.6688e-08	1.2752e-08
43	2.8125e-08	2.9191e-08	3.2674e-08	3.4385e-08	3.9814e-08	4.8241e-08	2.9132e-08	2.5893e-08	4.991e-08	3.7699e-08
44	4.2605e-08	4.395e-08	4.8366e-08	5.0616e-08	5.6648e-08	7.4225e-08	4.57e-08	3.9968e-08	7.3152e-08	5.3847e-08
45	4.9062e-08	5.0403e-08	5.4992e-08	5.7344e-08	6.2705e-08	8.7236e-08	5.3532e-08	4.6451e-08	8.3702e-08	5.9389e-08
46	4.7148e-08	4.8225e-08	5.2279e-08	5.43e-08	5.7945e-08	8.6496e-08	5.2143e-08	4.4984e-08	8.1033e-08	5.4368e-08
47	3.7859e-08	3.8474e-08	4.1447e-08	4.2774e-08	4.4052e-08	7.3399e-08	4.2525e-08	3.6484e-08	6.6706e-08	4.0506e-08
48	2.3268e-08	2.3317e-08	2.4898e-08	2.5294e-08	2.4038e-08	5.1116e-08	2.6879e-08	2.2898e-08	4.3956e-08	2.0794e-08
49	6.1188e-09	5.6025e-09	5.7488e-09	5.1335e-09	1.6569e-09	2.3957e-08	8.1791e-09	6.8143e-09	1.7061e-08	1.0885e-09
50	1.0655e-08	1.1632e-08	1.2713e-08	1.4261e-08	1.9244e-08	3.3862e-09	1.0355e-08	8.9838e-09	9.4062e-09	2.1413e-08
51	2.4403e-08	2.5653e-08	2.7557e-08	2.9823e-08	3.5344e-08	2.6599e-08	2.5773e-08	2.1974e-08	3.1315e-08	3.6997e-08
52	3.3151e-08	3.4436e-08	3.6648e-08	3.9323e-08	4.434e-08	4.2388e-08	3.5837e-08	3.027e-08	4.5585e-08	4.5666e-08
53	3.5864e-08	3.6936e-08	3.8927e-08	4.166e-08	4.5245e-08	4.8914e-08	3.932e-08	3.2868e-08	5.0593e-08	4.652e-08
54	3.2542e-08	3.3184e-08	3.45e-08	3.6959e-08	3.8449e-08	4.597e-08	3.6125e-08	2.9749e-08	4.6319e-08	3.998e-08
55	2.4146e-08	2.4206e-08	2.4546e-08	2.6464e-08	2.557e-08	3.489e-08	2.7224e-08	2.1807e-08	3.4235e-08	2.7614e-08
56	1.2381e-08	1.1799e-08	1.1052e-08	1.2269e-08	9.1043e-09	1.8224e-08	1.4427e-08	1.0649e-08	1.6963e-08	1.1796e-08
57	6.2575e-10	1.8114e-09	3.5499e-09	3.077e-09	8.0273e-09	7.601e-10	4.6573e-11	1.7089e-09	2.2234e-09	4.7366e-09
58	1.2689e-08	1.4345e-08	1.6808e-08	1.7003e-08	2.2983e-08	1.8645e-08	1.3507e-08	1.3189e-08	1.9964e-08	1.9353e-08
59	2.192e-08	2.3841e-08	2.6641e-08	2.7331e-08	3.3455e-08	3.2429e-08	2.4111e-08	2.1987e-08	3.336e-08	2.9947e-08
60	2.7005e-08	2.8947e-08	3.1648e-08	3.2602e-08	3.801e-08	3.9978e-08	3.0248e-08	2.6839e-08	4.0409e-08	3.5241e-08
61	2.7386e-08	2.9101e-08	3.1299e-08	3.2268e-08	3.6272e-08	4.0322e-08	3.1213e-08	2.7195e-08	4.0273e-08	3.4925e-08
62	2.3293e-08	2.4576e-08	2.5961e-08	2.6722e-08	2.892e-08	3.3733e-08	2.717e-08	2.3262e-08	3.3343e-08	2.9632e-08
63	1.5671e-08	1.6384e-08	1.6795e-08	1.7187e-08	1.7514e-08	2.1615e-08	1.9079e-08	1.5925e-08	2.1104e-08	2.0761e-08
64	5.9775e-09	6.0748e-09	5.5165e-09	5.4641e-09	4.1936e-09	6.2053e-09	8.4928e-09	6.5653e-09	5.8316e-09	1.0177e-08
65	4.0805e-09	4.5435e-09	5.909e-09	6.3898e-09	8.7124e-09	9.8299e-09	2.7267e-09	3.1884e-09	9.8221e-09	1.3426e-10
66	1.2835e-08	1.3714e-08	1.5601e-08	1.6409e-08	1.9076e-08	2.3855e-08	1.2723e-08	1.1737e-08	2.328e-08	8.4195e-09
67	1.8924e-08	2.0009e-08	2.2063e-08	2.3038e-08	2.5312e-08	3.3689e-08	1.9944e-08	1.7767e-08	3.2454e-08	1.3437e-08
68	2.15e-08	2.2547e-08	2.4411e-08	2.536e-08	2.6616e-08	3.7938e-08	2.3374e-08	2.0446e-08	3.606e-08	1.4635e-08
69	2.0333e-08	2.1107e-08	2.2482e-08	2.3216e-08	2.3054e-08	3.6178e-08	2.2667e-08	1.9535e-08	3.3789e-08	1.2198e-08
70	1.5821e-08	1.6133e-08	1.6826e-08	1.7196e-08	1.5508e-08	2.898e-08	1.817e-08	1.539e-08	2.6304e-08	6.9606e-09
71	8.8864e-09	8.626e-09	8.5817e-09	8.5009e-09	5.4944e-09	1.7765e-08	1.0828e-08	8.8795e-09	1.5089e-08	2.1271e-10
72	8.0455e-10	4.2019e-11	7.3772e-10	1.282e-09	5.1283e-09	4.5348e-09	1.9993e-09	1.2119e-09	2.1633e-09	6.5615e-09
73	7.0266e-09	8.3719e-09	9.5139e-09	1.0459e-08	1.4484e-08	8.4818e-09	6.7833e-09	6.2753e-09	1.027e-08	1.1967e-08
74	1.332e-08	1.4988e-08	1.6293e-08	1.7514e-08	2.0997e-08	1.92e-08	1.4071e-08	1.2342e-08	2.0194e-08	1.4952e-08
75	1.7106e-08	1.886e-08	2.0021e-08	2.1355e-08	2.3651e-08	2.6013e-08	1.8732e-08	1.6042e-08	2.6104e-08	1.4979e-08
76	1.7876e-08	1.9455e-08	2.0199e-08	2.1472e-08	2.2134e-08	2.8026e-08	2.0118e-08	1.6867e-08	2.7226e-08	1.2106e-08
