77	1.5645e-08	1.6808e-08	1.6943e-08	1.8005e-08	1.6868e-08	2.5176e-08	1.8148e-08	1.4809e-08	2.3614e-08	6.9433e-09
78	1.0924e-08	1.149e-08	1.0944e-08	1.1687e-08	8.9082e-09	1.8197e-08	1.33e-08	1.0335e-08	1.6106e-08	5.2063e-10
79	4.6158e-09	4.4964e-09	3.3236e-09	3.7051e-09	2.5899e-10	8.4667e-09	6.4983e-09	4.2976e-09	6.1532e-09	5.9272e-09
80	2.1533e-09	2.9377e-09	4.5631e-09	4.5203e-09	8.9886e-09	2.2482e-09	1.0479e-09	2.2302e-09	4.4502e-09	1.12e-08
81	8.2299e-09	9.5472e-09	1.1367e-08	1.1578e-08	1.5765e-08	1.21e-08	8.0611e-09	8.1374e-09	1.3874e-08	1.4361e-08
82	1.2626e-08	1.425e-08	1.5969e-08	1.6306e-08	1.946e-08	1.9466e-08	1.3406e-08	1.2462e-08	2.056e-08	1.4907e-08
83	1.4676e-08	1.6321e-08	1.7662e-08	1.7977e-08	1.952e-08	2.3211e-08	1.6271e-08	1.4545e-08	2.3473e-08	1.286e-08
84	1.4136e-08	1.55e-08	1.6256e-08	1.6407e-08	1.6047e-08	2.285e-08	1.6286e-08	1.4126e-08	2.225e-08	8.7431e-09
85	1.1206e-08	1.202e-08	1.2091e-08	1.1973e-08	9.7668e-09	1.8604e-08	1.3571e-08	1.1376e-08	1.7243e-08	3.4756e-09
86	6.4833e-09	6.5571e-09	5.9726e-09	5.53e-09	1.8857e-09	1.1338e-08	8.6904e-09	6.8477e-09	9.4321e-09	1.8202e-09
87	8.422e-10	9.9923e-11	9.8615e-10	1.7449e-09	6.1281e-09	2.3865e-09	2.5479e-09	1.374e-09	2.4136e-10	6.0458e-09
88	4.7193e-09	6.2203e-09	7.5561e-09	8.5629e-09	1.281e-08	6.6792e-09	3.7787e-09	4.0837e-09	8.7148e-09	8.3525e-09
89	9.2537e-09	1.1325e-08	1.2606e-08	1.3745e-08	1.6961e-08	1.4327e-08	9.2213e-09	8.6e-09	1.591e-08	8.3209e-09
90	1.2022e-08	1.4367e-08	1.5292e-08	1.6421e-08	1.7859e-08	1.9318e-08	1.2899e-08	1.144e-08	2.0162e-08	6.0587e-09
91	1.2613e-08	1.487e-08	1.5199e-08	1.6177e-08	1.5386e-08	2.0903e-08	1.4258e-08	1.2177e-08	2.0822e-08	2.1966e-09
92	1.1e-08	1.28e-08	1.2399e-08	1.3114e-08	1.0054e-08	1.8931e-08	1.3152e-08	1.0756e-08	1.7874e-08	2.2204e-09
93	7.5396e-09	8.5628e-09	7.4388e-09	7.8299e-09	2.9156e-09	1.3858e-08	9.8535e-09	7.4901e-09	1.1922e-08	5.9307e-09
94	2.8927e-09	2.9314e-09	1.2331e-09	1.3088e-09	4.6221e-09	6.6495e-09	4.9951e-09	3e-09	4.0746e-09	7.7095e-09
95	2.0924e-09	3.0906e-09	5.0906e-09	5.2498e-09	1.1041e-08	1.3958e-09	5.4845e-10	1.9012e-09	4.2555e-09	6.6323e-09
96	6.5318e-09	8.4397e-09	1.039e-08	1.0638e-08	1.4986e-08	8.8776e-09	5.8132e-09	6.3504e-09	1.1595e-08	2.3024e-09
97	9.6594e-09	1.2171e-08	1.3702e-08	1.3847e-08	1.5511e-08	1.4532e-08	9.9106e-09	9.5832e-09	1.6665e-08	5.0034e-09
98	1.0956e-08	1.3618e-08	1.4412e-08	1.424e-08	1.2264e-08	1.7442e-08	1.2174e-08	1.1063e-08	1.8595e-08	1.4302e-08
99	1.0235e-08	1.2498e-08	1.2354e-08	1.1665e-08	5.5744e-09	1.7186e-08	1.2265e-08	1.0567e-08	1.7067e-08	2.3999e-08
100	7.6669e-09	8.9626e-09	7.8463e-09	6.4836e-09	3.5767e-09	1.3894e-08	1.022e-08	8.2229e-09	1.2369e-08	3.2099e-08
101	3.7451e-09	3.5718e-09	1.639e-09	4.8496e-10	1.369e-08	8.2166e-09	6.4354e-09	4.4772e-09	5.3366e-09	3.6517e-08
102	8.0572e-10	2.8005e-09	5.2081e-09	8.0928e-09	2.2979e-08	1.1993e-09	1.5914e-09	1.779e-11	2.7889e-09	3.5425e-08
103	5.1599e-09	9.1075e-09	1.15e-08	1.5051e-08	2.9651e-08	5.9041e-09	3.4711e-09	4.3486e-09	1.0574e-08	2.7598e-08
104	8.5365e-09	1.43e-08	1.6103e-08	2.0138e-08	3.2204e-08	1.1851e-08	7.8962e-09	7.8363e-09	1.6636e-08	1.2695e-08
105	1.0338e-08	1.7495e-08	1.8138e-08	2.2404e-08	2.9682e-08	1.5625e-08	1.0958e-08	9.8164e-09	1.9879e-08	8.5816e-09
106	1.0253e-08	1.812e-08	1.7123e-08	2.1324e-08	2.1858e-08	1.6606e-08	1.2183e-08	9.9251e-09	1.9678e-08	3.447e-08
107	8.3177e-09	1.6001e-08	1.3064e-08	1.6893e-08	9.3069e-09	1.4675e-08	1.1421e-08	8.1269e-09	1.5991e-08	6.2293e-08
108	4.9035e-09	1.1394e-08	6.4616e-09	9.629e-09	6.6506e-09	1.0226e-08	8.8682e-09	4.7219e-09	9.3641e-09	8.8759e-08
109	6.6003e-10	4.9387e-09	1.7627e-09	5.022e-10	2.4108e-08	4.0961e-09	5.024e-09	2.9664e-10	8.4811e-10	1.1036e-07
110	3.5991e-09	2.4386e-09	1.0405e-08	9.216e-09	4.0838e-08	2.5871e-09	5.9799e-10	4.3741e-09	8.1727e-09	0
111	7.0377e-09	9.6758e-09	1.8164e-08	0	5.4602e-08	8.6034e-09	3.6166e-09	8.457e-09	1.6208e-08	0
112	8.9443e-09	1.574e-08	2.3845e-08	0	0	1.2855e-08	6.8838e-09	1.1201e-08	2.1907e-08	0
113	8.8615e-09	1.9789e-08	2.6548e-08	0	0	1.4559e-08	8.6545e-09	1.2067e-08	2.428e-08	0
114	6.6738e-09	2.1299e-08	2.5806e-08	0	0	1.339e-08	8.6624e-09	1.0817e-08	2.287e-08	0
115	2.6401e-09	2.0146e-08	0	0	0	9.5442e-09	6.9717e-09	7.5662e-09	1.7828e-08	0
0	0	0	0	0	0	3.7068e-09	3.9661e-09	2.7642e-09	0	0
0	0	0	0	0	0	3.0525e-09	2.8249e-10	2.8698e-09	0	0
0	0	0	0	0	0	9.4613e-09	3.3001e-09	8.4603e-09	0	0
0	0	0	0	0	0	1.426e-08	5.9977e-09	1.3115e-08	0	0
