-1.040872239017784850e-09,-9.855486740447699313e-10,-9.885151956148466717e-10,-9.496904715261381801e-10,-8.702658070269431852e-10,-8.339293026534574914e-10
-1.040800147335857226e-09,-9.854804980917155718e-10,-9.884468317251904019e-10,-9.496246155208086893e-10,-8.702082016526867859e-10,-8.338738859791462785e-10
-1.040679933956440714e-09,-9.853668109775526766e-10,-9.883328511335858031e-10,-9.495147916343184306e-10,-8.701121458861948294e-10,-8.337814771129730532e-10
-1.040511508116456044e-09,-9.852075220140901498e-10,-9.881731927453424056e-10,-9.493609041538565990e-10,-8.699775695869413220e-10,-8.336520045155815772e-10
-1.040294742950003536e-09,-9.850025044386654163e-10,-9.879677711649937755e-10,-9.491628192886697622e-10,-8.698043747053046892e-10,-8.334853681801027041e-10
-1.040029475690669356e-09,-9.847515956148593841e-10,-9.877164768332889638e-10,-9.489203653771893335e-10,-8.695924354296194985e-10,-8.332814397803286898e-10
-1.039715507931487495e-09,-9.844545972904398970e-10,-9.874191762031559495e-10,-9.486333331532668899e-10,-8.693415983751435958e-10,-8.330400628611546749e-10
-1.039352605942442500e-09,-9.841112759124356568e-10,-9.870757119545280965e-10,-9.483014760714515738e-10,-8.690516828148753074e-10,-8.327610530712160977e-10
-1.038940501045375024e-09,-9.837213629992231562e-10,-9.866859032478708750e-10,-9.479245106912372018e-10,-8.687224809521276495e-10,-8.324441984376617564e-10
-1.038478890046117939e-09,-9.832845555694843466e-10,-9.862495460162432063e-10,-9.475021171201868472e-10,-8.683537582347515991e-10,-8.320892596829676032e-10
-1.037967435723669644e-09,-9.828005166278675363e-10,-9.857664132956777416e-10,-9.470339395158209549e-10,-8.679452537108827974e-10,-8.316959705836883876e-10
-1.037405767376170290e-09,-9.822688757071575469e-10,-9.852362555936536362e-10,-9.465195866461335355e-10,-8.674966804260617593e-10,-8.312640383710280367e-10
-1.036793481423427171e-09,-9.816892294667226882e-10,-9.846588012953896749e-10,-9.459586325085782425e-10,-8.670077258615600855e-10,-8.307931441730821537e-10
-1.036130142065676187e-09,-9.810611423469870898e-10,-9.840337571076709248e-10,-9.453506170073357334e-10,-8.664780524137197369e-10,-8.302829434985953672e-10
-1.035415281998261764e-09,-9.803841472796291570e-10,-9.833608085398755619e-10,-9.446950466886489030e-10,-8.659072979140916479e-10,-8.297330667620454510e-10
-1.034648403181849536e-09,-9.796577464531823088e-10,-9.826396204218548674e-10,-9.439913955339695641e-10,-8.652950761901240786e-10,-8.291431198498484534e-10
-1.033828977667755724e-09,-9.788814121336624588e-10,-9.818698374582693499e-10,-9.432391058106355381e-10,-8.646409776661400384e-10,-8.285126847274471250e-10
-1.032956448477940755e-09,-9.780545875398100965e-10,-9.810510848189657461e-10,-9.424375889797437708e-10,-8.639445700042978294e-10,-8.278413200870217725e-10
-1.032030230539147631e-09,-9.771766877724920183e-10,-9.801829687649360236e-10,-9.415862266608519961e-10,-8.632053987852053875e-10,-8.271285620355270984e-10
-1.031049711670635820e-09,-9.762471007977506849e-10,-9.792650773093730358e-10,-9.406843716530837787e-10,-8.624229882278257021e-10,-8.263739248227343895e-10
-1.030014253624894200e-09,-9.752651884829443055e-10,-9.782969809132963302e-10,-9.397313490121679224e-10,-8.615968419482738908e-10,-8.255769016089125112e-10
-1.028923193180672144e-09,-9.742302876853628455e-10,-9.772782332151887279e-10,-9.387264571828770598e-10,-8.607264437570714512e-10,-8.247369652717532453e-10
-1.027775843287598345e-09,-9.731417113926447732e-10,-9.762083717940445890e-10,-9.376689691862847420e-10,-8.598112584943796835e-10,-8.238535692521056668e-10
-1.026571494261606104e-09,-9.719987499142645580e-10,-9.750869189652021418e-10,-9.365581338611734928e-10,-8.588507329026983978e-10,-8.229261484380359698e-10
-1.025309415030312270e-09,-9.708006721232829705e-10,-9.739133826082780696e-10,-9.353931771588851421e-10,-8.578442965364730067e-10,-8.219541200866953422e-10
-1.023988854427433504e-09,-9.695467267474992984e-10,-9.726872570265008410e-10,-9.341733034908023860e-10,-8.567913627080004748e-10,-8.209368847834223400e-10
-1.022609042535252238e-09,-9.682361437090657984e-10,-9.714080238366865321e-10,-9.328976971275996533e-10,-8.556913294689875793e-10,-8.198738274374658931e-10
-1.021169192074074127e-09,-9.668681355115413709e-10,-9.700751528890659414e-10,-9.315655236493004382e-10,-8.545435806270575517e-10,-8.187643183136545806e-10
-1.019668499837537791e-09,-9.654418986733020900e-10,-9.686881032161331320e-10,-9.301759314451054709e-10,-8.533474867964565024e-10,-8.176077140992966670e-10
-1.018106148172568939e-09,-9.639566152061348200e-10,-9.672463240096346558e-10,-9.287280532618594178e-10,-8.521024064821517813e-10,-8.164033590055255923e-10
-1.016481306502681852e-09,-9.624114541377485397e-10,-9.657492556247891518e-10,-9.272210077999372617e-10,-8.508076871964643874e-10,-8.151505859022606358e-10
-1.014793132893254912e-09,-9.608055730768740936e-10,-9.641963306107711685e-10,-9.256539013552286301e-10,-8.494626666073219066e-10,-8.138487174858841231e-10
-1.013040775657314615e-09,-9.591381198195126636e-10,-9.625869747664597708e-10,-9.240258295058079713e-10,-8.480666737171532195e-10,-8.124970674786815418e-10
-1.011223375000289089e-09,-9.574082339948173588e-10,-9.609206082204041004e-10,-9.223358788417631893e-10,-8.466190300713960674e-10,-8.110949418590195858e-10
-1.009340064702087109e-09,-9.556150487489866500e-10,-9.591966465339142176e-10,-9.205831287365644611e-10,-8.451190509955205326e-10,-8.096416401211811053e-10
-1.007389973834783308e-09,-9.537576924654695845e-10,-9.574145018261437800e-10,-9.187666531582368829e-10,-8.435660468594146196e-10,-8.081364565637039775e-10
-1.005372228514089579e-09,-9.518352905196735325e-10,-9.555735839199847933e-10,-9.168855225184951220e-10,-8.419593243679091573e-10,-8.065786816050010142e-10
-1.003285953682707046e-09,-9.498469670662707077e-10,-9.536733015075516521e-10,-9.149388055578831732e-10,-8.402981878761623738e-10,-8.049676031249783627e-10
-1.001130274923557055e-09,-9.477918468571091287e-10,-9.517130633339870255e-10,-9.129255712648587122e-10,-8.385819407285528401e-10,-8.033025078312904471e-10
