# NANs have been skipped
mod_q intensity error delta_mod_q
3.000000E-03 1.748398E+00 1.923974E-01 1.022577E-03
3.216802E-03 1.478100E+00 1.001626E-01 1.024220E-03
3.449271E-03 1.260562E+00 9.832081E-02 1.025746E-03
3.698540E-03 1.235436E+00 7.338058E-02 1.028985E-03
3.965823E-03 9.306387E-01 6.727985E-02 1.032344E-03
4.252422E-03 1.023190E+00 5.624613E-02 1.034278E-03
4.559733E-03 8.979029E-01 4.708754E-02 1.039030E-03
4.889253E-03 8.548817E-01 3.933701E-02 1.043149E-03
5.242585E-03 8.341865E-01 3.197297E-02 1.047768E-03
5.621452E-03 8.181845E-01 2.707054E-02 1.053962E-03
6.027699E-03 7.744194E-01 2.219204E-02 1.060161E-03
6.463304E-03 7.884882E-01 1.863927E-02 1.067623E-03
6.930389E-03 7.596085E-01 1.567309E-02 1.076768E-03
7.431229E-03 7.764900E-01 1.370453E-02 1.085826E-03
7.968263E-03 7.695273E-01 1.171795E-02 1.097192E-03
8.544108E-03 7.715293E-01 1.024694E-02 1.109830E-03
9.161567E-03 7.738447E-01 9.175245E-03 1.124128E-03
9.823647E-03 7.534247E-01 8.202483E-03 1.140261E-03
1.053358E-02 7.631685E-01 7.422248E-03 1.158651E-03
1.129481E-02 7.574201E-01 6.710742E-03 1.179376E-03
1.211105E-02 7.515146E-01 6.126326E-03 1.203018E-03
1.298628E-02 7.455794E-01 5.653921E-03 1.229203E-03
1.392477E-02 7.578913E-01 5.210904E-03 1.258798E-03
1.493107E-02 7.343626E-01 4.997904E-03 1.291653E-03
1.601010E-02 7.401359E-01 4.792585E-03 1.328775E-03
1.716710E-02 7.460251E-01 4.546283E-03 1.370568E-03
1.840772E-02 7.366475E-01 4.282275E-03 1.416884E-03
1.973800E-02 7.246306E-01 4.018997E-03 1.468233E-03
2.116441E-02 7.160741E-01 3.790367E-03 1.524927E-03
2.269390E-02 7.111649E-01 3.531106E-03 1.588042E-03
2.433392E-02 7.045312E-01 3.324516E-03 1.657925E-03
2.609247E-02 6.845140E-01 3.118316E-03 1.734025E-03
2.797810E-02 6.609194E-01 2.874102E-03 1.817745E-03
3.000000E-02 6.452843E-01 2.694330E-03 1.909369E-03
3.216802E-02 6.182849E-01 2.706771E-03 2.007515E-03
3.449271E-02 5.958153E-01 6.109896E-03 2.123007E-03
3.449271E-02 5.994141E-01 2.920868E-03 2.117248E-03
3.698540E-02 5.785911E-01 3.292696E-03 2.221938E-03
3.698540E-02 5.713741E-01 3.005739E-03 2.235462E-03
3.965823E-02 5.358164E-01 3.127660E-03 2.392240E-03
3.965823E-02 5.394346E-01 3.559067E-03 2.363214E-03
4.252422E-02 5.008800E-01 3.129855E-03 2.515864E-03
4.559733E-02 4.673642E-01 2.450263E-03 2.683191E-03
4.889253E-02 4.505845E-01 2.249041E-03 2.826873E-03
5.242585E-02 4.141090E-01 1.913620E-03 3.002595E-03
5.621452E-02 3.852469E-01 1.667820E-03 3.214613E-03
6.027699E-02 3.644659E-01 1.465944E-03 3.424350E-03
6.463304E-02 3.431984E-01 1.345532E-03 3.644708E-03
6.930389E-02 3.212204E-01 1.150351E-03 3.884783E-03
7.431229E-02 3.074439E-01 1.041982E-03 4.150207E-03
7.968263E-02 2.916128E-01 9.742514E-04 4.426645E-03
8.544108E-02 2.839713E-01 8.387129E-04 4.727188E-03
9.161567E-02 2.764556E-01 8.073415E-04 5.056647E-03
9.823647E-02 2.729837E-01 7.217108E-04 5.403845E-03
1.053358E-01 2.695331E-01 6.424331E-04 5.787675E-03
1.129481E-01 2.659571E-01 6.318055E-04 6.192027E-03
1.211105E-01 2.672688E-01 5.581321E-04 6.618699E-03
1.298628E-01 2.649057E-01 5.167283E-04 7.095649E-03
1.392477E-01 2.642507E-01 4.856648E-04 7.600023E-03
1.493107E-01 2.643981E-01 4.465053E-04 8.133035E-03
1.601010E-01 2.653084E-01 4.157272E-04 8.714805E-03
1.716710E-01 2.643155E-01 3.894859E-04 9.335390E-03
1.840772E-01 2.642984E-01 3.551572E-04 1.000273E-02
1.973800E-01 2.628569E-01 3.321194E-04 1.071698E-02
2.116441E-01 2.634304E-01 3.112791E-04 1.147904E-02
2.269390E-01 2.638718E-01 2.851608E-04 1.230235E-02
2.433392E-01 2.637019E-01 2.659203E-04 1.318745E-02
2.609247E-01 2.633054E-01 2.482632E-04 1.414340E-02
2.797810E-01 2.631119E-01 2.323261E-04 1.515466E-02
3.000000E-01 2.630806E-01 2.149562E-04 1.624350E-02
3.216802E-01 2.628647E-01 2.003124E-04 1.740884E-02
3.449271E-01 2.624223E-01 1.855276E-04 1.867112E-02
3.698540E-01 2.623702E-01 1.741848E-04 2.001705E-02
3.965823E-01 2.622806E-01 1.630430E-04 2.144762E-02
4.252422E-01 2.622820E-01 1.646590E-04 2.297145E-02
4.559733E-01 2.627109E-01 1.643347E-04 2.464499E-02
4.889253E-01 2.623168E-01 1.625821E-04 2.642222E-02
5.242585E-01 2.622309E-01 1.598490E-04 2.833316E-02
5.621452E-01 2.621952E-01 1.565066E-04 3.037889E-02
6.027699E-01 2.618589E-01 1.534775E-04 3.257798E-02
6.463304E-01 2.619518E-01 1.493461E-04 3.492228E-02
6.930389E-01 2.623411E-01 1.457557E-04 3.745566E-02
7.431229E-01 2.620649E-01 1.421133E-04 4.015936E-02
7.968263E-01 2.619168E-01 1.433635E-04 4.298118E-02
8.544108E-01 2.615613E-01 2.700511E-04 4.551720E-02
