# NANs have been skipped
mod_q intensity error delta_mod_q
3.000000E-03 1.385636E+00 1.807836E-01 1.022576E-03
3.216802E-03 1.074906E+00 9.402630E-02 1.024219E-03
3.449271E-03 1.003788E+00 9.267604E-02 1.025745E-03
3.698540E-03 1.093329E+00 6.915323E-02 1.028984E-03
3.965823E-03 1.070437E+00 6.410459E-02 1.032343E-03
4.252422E-03 1.083971E+00 5.340249E-02 1.034278E-03
4.559733E-03 1.101109E+00 4.516792E-02 1.039029E-03
4.889253E-03 1.037384E+00 3.772764E-02 1.043148E-03
5.242585E-03 1.082492E+00 3.096673E-02 1.047767E-03
5.621452E-03 1.008872E+00 2.612407E-02 1.053961E-03
6.027699E-03 1.031658E+00 2.174435E-02 1.060160E-03
6.463304E-03 1.003135E+00 1.820557E-02 1.067622E-03
6.930389E-03 1.014189E+00 1.555376E-02 1.076767E-03
7.431229E-03 9.953966E-01 1.353478E-02 1.085825E-03
7.968263E-03 1.016475E+00 1.175949E-02 1.097191E-03
8.544108E-03 1.000977E+00 1.028799E-02 1.109829E-03
9.161567E-03 1.007603E+00 9.260573E-03 1.124127E-03
9.823647E-03 9.785252E-01 8.310759E-03 1.140260E-03
1.053358E-02 9.993892E-01 7.589408E-03 1.158650E-03
1.129481E-02 9.780982E-01 6.837341E-03 1.179375E-03
1.211105E-02 9.843189E-01 6.300847E-03 1.203017E-03
1.298628E-02 9.869286E-01 5.857807E-03 1.229202E-03
1.392477E-02 9.743255E-01 5.335356E-03 1.258797E-03
1.493107E-02 9.760114E-01 5.198586E-03 1.291652E-03
1.601010E-02 9.701791E-01 4.957551E-03 1.328774E-03
1.716710E-02 9.715990E-01 4.701608E-03 1.370567E-03
1.840772E-02 9.501687E-01 4.410061E-03 1.416883E-03
1.973800E-02 9.397053E-01 4.148601E-03 1.468231E-03
2.116441E-02 9.267263E-01 3.910639E-03 1.524925E-03
2.269390E-02 9.062341E-01 3.620968E-03 1.588040E-03
2.433392E-02 8.747501E-01 3.366360E-03 1.657924E-03
2.609247E-02 8.546419E-01 3.165100E-03 1.734024E-03
2.797810E-02 8.194488E-01 2.905566E-03 1.817744E-03
3.000000E-02 7.814908E-01 2.697307E-03 1.909367E-03
3.216802E-02 7.405843E-01 2.697222E-03 2.007513E-03
3.449271E-02 6.965797E-01 6.316612E-03 2.123005E-03
3.449271E-02 7.002692E-01 2.873179E-03 2.117247E-03
3.698540E-02 6.644061E-01 3.377187E-03 2.221936E-03
3.698540E-02 6.560176E-01 2.934093E-03 2.235460E-03
3.965823E-02 5.974926E-01 3.131303E-03 2.392238E-03
3.965823E-02 6.021916E-01 3.429351E-03 2.363212E-03
4.252422E-02 5.430796E-01 3.074049E-03 2.515862E-03
4.559733E-02 4.833313E-01 2.343445E-03 2.683189E-03
4.889253E-02 4.485978E-01 2.106285E-03 2.826871E-03
5.242585E-02 3.880754E-01 1.726566E-03 3.002592E-03
5.621452E-02 3.388521E-01 1.454139E-03 3.214610E-03
6.027699E-02 2.996203E-01 1.232746E-03 3.424347E-03
6.463304E-02 2.651962E-01 1.098340E-03 3.644705E-03
6.930389E-02 2.292043E-01 9.014207E-04 3.884780E-03
7.431229E-02 2.047101E-01 7.904151E-04 4.150203E-03
7.968263E-02 1.823336E-01 7.178151E-04 4.426641E-03
8.544108E-02 1.678732E-01 6.029223E-04 4.727184E-03
9.161567E-02 1.555683E-01 5.679805E-04 5.056643E-03
9.823647E-02 1.490546E-01 5.002478E-04 5.403840E-03
1.053358E-01 1.436330E-01 4.405938E-04 5.787670E-03
1.129481E-01 1.402784E-01 4.313204E-04 6.192022E-03
1.211105E-01 1.384533E-01 3.770058E-04 6.618694E-03
1.298628E-01 1.374946E-01 3.494878E-04 7.095643E-03
1.392477E-01 1.362399E-01 3.272861E-04 7.600017E-03
1.493107E-01 1.360166E-01 3.004400E-04 8.133028E-03
1.601010E-01 1.358159E-01 2.788296E-04 8.714798E-03
1.716710E-01 1.348826E-01 2.605601E-04 9.335382E-03
1.840772E-01 1.341047E-01 2.368811E-04 1.000272E-02
1.973800E-01 1.335991E-01 2.216137E-04 1.071698E-02
2.116441E-01 1.337192E-01 2.074581E-04 1.147904E-02
2.269390E-01 1.338480E-01 1.898640E-04 1.230234E-02
2.433392E-01 1.336002E-01 1.768895E-04 1.318744E-02
2.609247E-01 1.335772E-01 1.653771E-04 1.414339E-02
2.797810E-01 1.331361E-01 1.546009E-04 1.515465E-02
3.000000E-01 1.328423E-01 1.427950E-04 1.624348E-02
3.216802E-01 1.325478E-01 1.330323E-04 1.740882E-02
3.449271E-01 1.326187E-01 1.233192E-04 1.867110E-02
3.698540E-01 1.324151E-01 1.156832E-04 2.001703E-02
3.965823E-01 1.323352E-01 1.082283E-04 2.144761E-02
4.252422E-01 1.322281E-01 1.091126E-04 2.297144E-02
4.559733E-01 1.324801E-01 1.086504E-04 2.464497E-02
4.889253E-01 1.322115E-01 1.072934E-04 2.642219E-02
5.242585E-01 1.319221E-01 1.054253E-04 2.833314E-02
5.621452E-01 1.320296E-01 1.031409E-04 3.037886E-02
6.027699E-01 1.318467E-01 1.010050E-04 3.257795E-02
6.463304E-01 1.319095E-01 9.813166E-05 3.492225E-02
6.930389E-01 1.319527E-01 9.551729E-05 3.745563E-02
7.431229E-01 1.319396E-01 9.309348E-05 4.015933E-02
7.968263E-01 1.314471E-01 9.342527E-05 4.298114E-02
8.544108E-01 1.314094E-01 1.755736E-04 4.551717E-02
